,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
14063,2,0,2,5,Meal Plan 1,0,Room_Type 1,119,2018,9,1,Offline,0,0,0,80.75,1,Not_Canceled
14064,3,0,1,2,Meal Plan 1,0,Room_Type 4,65,2018,4,11,Online,0,0,0,137.7,1,Not_Canceled
14065,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2018,8,28,Offline,0,0,0,85.0,0,Not_Canceled
14066,2,0,1,3,Meal Plan 1,0,Room_Type 1,83,2018,3,24,Online,0,0,0,70.03,1,Not_Canceled
14067,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
14068,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,6,1,Online,0,0,0,157.0,0,Canceled
14069,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2017,12,5,Online,0,0,0,72.25,0,Canceled
14070,2,0,0,1,Meal Plan 1,0,Room_Type 1,218,2018,8,6,Online,0,0,0,96.3,1,Canceled
14071,2,0,1,2,Not Selected,0,Room_Type 1,43,2018,3,25,Online,0,0,0,116.1,0,Not_Canceled
14072,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,85.0,0,Not_Canceled
14073,1,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,12,1,Corporate,0,0,0,80.0,0,Not_Canceled
14074,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled
14075,2,1,3,5,Meal Plan 1,0,Room_Type 4,101,2018,8,8,Online,0,0,0,148.9,1,Not_Canceled
14076,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,6,Online,0,0,0,90.0,0,Not_Canceled
14077,3,0,1,1,Meal Plan 1,0,Room_Type 4,125,2018,8,20,Online,0,0,0,137.7,1,Canceled
14078,3,0,0,3,Meal Plan 1,0,Room_Type 4,120,2018,6,2,Online,0,0,0,159.3,1,Canceled
14079,2,1,0,2,Meal Plan 1,0,Room_Type 4,2,2017,12,18,Online,0,0,0,97.0,2,Not_Canceled
14080,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
14081,2,0,0,2,Not Selected,0,Room_Type 1,3,2018,6,8,Online,0,0,0,118.0,1,Not_Canceled
14082,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,135.0,0,Canceled
14083,2,1,1,2,Meal Plan 1,0,Room_Type 1,29,2018,3,4,Online,0,0,0,104.73,0,Canceled
14084,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120.0,0,Canceled
14085,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,2,23,Offline,0,0,0,72.0,0,Not_Canceled
14086,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,6,30,Offline,0,0,0,85.0,0,Canceled
14087,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,7,Offline,0,0,0,72.25,0,Not_Canceled
14088,2,0,2,4,Meal Plan 1,0,Room_Type 1,167,2018,8,18,Offline,0,0,0,72.25,0,Not_Canceled
14089,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
14090,2,0,1,3,Not Selected,0,Room_Type 1,68,2018,11,14,Online,0,0,0,75.9,2,Not_Canceled
14091,2,0,1,4,Meal Plan 1,0,Room_Type 4,105,2018,1,25,Offline,0,0,0,84.0,0,Not_Canceled
14092,2,0,2,2,Meal Plan 1,0,Room_Type 2,39,2018,1,1,Online,0,0,0,91.13,0,Not_Canceled
14093,2,0,2,5,Meal Plan 1,0,Room_Type 1,139,2018,8,23,Online,0,0,0,98.87,1,Not_Canceled
14094,1,0,1,2,Not Selected,0,Room_Type 1,49,2018,11,7,Online,0,0,0,161.1,0,Canceled
14095,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,3,Online,0,0,0,158.0,0,Not_Canceled
14096,1,1,1,3,Not Selected,0,Room_Type 1,116,2018,10,24,Online,0,0,0,87.08,1,Not_Canceled
14097,2,0,2,2,Meal Plan 1,0,Room_Type 1,77,2018,3,6,Online,0,0,0,78.2,1,Not_Canceled
14098,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,4,27,Online,0,0,0,126.6,0,Not_Canceled
14099,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
14100,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Offline,0,0,0,99.2,0,Not_Canceled
14101,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled
14102,2,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,8,21,Offline,0,0,0,75.0,0,Not_Canceled
14103,2,0,0,4,Meal Plan 1,0,Room_Type 1,168,2018,10,4,Offline,0,0,0,82.28,0,Canceled
14104,2,0,2,3,Meal Plan 1,0,Room_Type 4,90,2018,3,6,Online,0,0,0,84.45,0,Not_Canceled
14105,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,2,22,Online,0,0,0,92.0,1,Not_Canceled
14106,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,6,30,Online,0,0,0,99.45,0,Canceled
14107,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,17,Online,0,0,0,140.0,1,Not_Canceled
14108,2,0,1,0,Not Selected,0,Room_Type 1,180,2018,11,13,Online,0,0,0,54.75,2,Not_Canceled
14109,2,0,2,4,Meal Plan 1,0,Room_Type 4,82,2018,4,9,Online,0,0,0,99.45,1,Not_Canceled
14110,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,6,8,Online,0,0,0,110.7,1,Canceled
14111,2,0,1,0,Not Selected,0,Room_Type 1,18,2018,11,28,Online,0,0,0,88.0,2,Not_Canceled
14112,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,6,13,Offline,0,0,0,80.75,0,Not_Canceled
14113,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Online,0,0,0,0.0,0,Not_Canceled
14114,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,3,23,Online,0,0,0,101.0,0,Canceled
14115,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,10,29,Online,0,0,0,140.0,1,Canceled
14116,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
14117,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2017,12,31,Offline,0,0,0,118.0,1,Not_Canceled
14118,1,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,11,6,Online,0,0,0,146.6,1,Not_Canceled
14119,2,0,0,1,Not Selected,0,Room_Type 1,110,2018,10,12,Online,0,0,0,108.0,1,Canceled
14120,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
14121,2,0,1,0,Not Selected,1,Room_Type 1,54,2018,2,28,Online,0,0,0,87.5,0,Not_Canceled
14122,1,0,2,1,Meal Plan 1,0,Room_Type 1,34,2017,10,25,Corporate,0,0,0,65.0,0,Not_Canceled
14123,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,90.0,0,Not_Canceled
14124,2,0,0,3,Not Selected,0,Room_Type 1,29,2018,1,26,Online,0,0,0,72.0,1,Not_Canceled
14125,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,4,Online,0,0,0,115.0,1,Not_Canceled
14126,2,0,1,3,Meal Plan 1,0,Room_Type 1,36,2018,11,28,Online,0,0,0,88.4,2,Not_Canceled
14127,1,0,4,10,Meal Plan 1,0,Room_Type 1,26,2018,12,12,Online,0,0,0,74.8,0,Canceled
14128,2,0,1,1,Meal Plan 1,0,Room_Type 1,53,2018,11,21,Online,0,0,0,93.6,0,Canceled
14129,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,9,15,Corporate,0,0,0,100.0,1,Not_Canceled
14130,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,2018,10,30,Offline,0,0,0,105.0,0,Canceled
14131,1,0,0,1,Meal Plan 2,1,Room_Type 1,3,2018,4,9,Complementary,1,0,5,0.0,0,Not_Canceled
14132,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled
14133,1,0,1,0,Not Selected,0,Room_Type 1,5,2018,9,19,Online,0,0,0,149.0,2,Not_Canceled
14134,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
14135,3,0,0,1,Meal Plan 1,0,Room_Type 4,25,2018,4,30,Online,0,0,0,186.0,2,Not_Canceled
14136,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,72.0,0,Canceled
14137,2,0,0,3,Meal Plan 1,0,Room_Type 4,106,2018,8,9,Online,0,0,0,131.4,2,Not_Canceled
14138,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
14139,1,0,1,1,Meal Plan 1,0,Room_Type 4,32,2017,10,24,Online,0,0,0,136.0,1,Not_Canceled
14140,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2018,2,21,Online,0,0,0,62.29,2,Not_Canceled
14141,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
14142,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
14143,2,0,0,3,Meal Plan 1,0,Room_Type 1,133,2018,4,14,Offline,0,0,0,80.0,0,Not_Canceled
14144,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
14145,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,6,Online,0,0,0,89.0,0,Not_Canceled
14146,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,12,Online,0,0,0,108.0,0,Canceled
14147,2,0,0,1,Meal Plan 1,0,Room_Type 4,79,2018,4,28,Online,0,0,0,109.8,1,Not_Canceled
14148,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,6,26,Online,0,0,0,109.0,1,Not_Canceled
14149,2,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,6,28,Online,0,0,0,166.0,0,Canceled
14150,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
14151,2,0,0,1,Not Selected,0,Room_Type 1,25,2018,9,9,Online,0,0,0,106.2,0,Canceled
14152,2,1,2,2,Meal Plan 1,0,Room_Type 1,41,2018,8,19,Online,0,0,0,152.1,2,Not_Canceled
14153,1,0,1,1,Meal Plan 1,0,Room_Type 4,6,2018,10,1,Online,0,0,0,152.0,0,Not_Canceled
14154,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
14155,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled
14156,2,0,2,1,Meal Plan 1,0,Room_Type 4,67,2018,9,18,Online,0,0,0,149.4,1,Not_Canceled
14157,2,1,1,2,Meal Plan 2,0,Room_Type 1,62,2018,12,23,Online,0,0,0,120.88,1,Not_Canceled
14158,2,0,2,2,Meal Plan 1,0,Room_Type 4,68,2018,11,18,Online,0,0,0,74.61,1,Not_Canceled
14159,2,0,1,3,Not Selected,0,Room_Type 1,147,2018,8,8,Online,0,0,0,97.75,0,Canceled
14160,2,0,2,2,Meal Plan 1,0,Room_Type 1,83,2018,5,1,Offline,0,0,0,75.0,1,Not_Canceled
14161,1,0,2,3,Meal Plan 1,0,Room_Type 1,90,2018,3,6,Online,0,0,0,74.95,0,Not_Canceled
14162,2,0,1,2,Meal Plan 1,0,Room_Type 4,29,2018,8,26,Online,0,0,0,150.8,1,Not_Canceled
14163,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,10,6,Offline,0,0,0,125.0,0,Not_Canceled
14164,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,1,Online,0,0,0,81.62,1,Not_Canceled
14165,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,12,Corporate,0,0,0,65.0,0,Not_Canceled
14166,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,2,12,Online,0,0,0,73.95,0,Canceled
14167,2,0,1,2,Meal Plan 1,0,Room_Type 1,9,2018,2,5,Offline,0,0,0,66.0,0,Not_Canceled
14168,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Canceled
14169,2,0,2,5,Meal Plan 1,0,Room_Type 1,31,2017,10,3,Online,0,0,0,102.99,2,Canceled
14170,2,0,1,1,Meal Plan 1,0,Room_Type 1,30,2018,5,23,Online,0,0,0,117.9,1,Not_Canceled
14171,2,0,2,2,Meal Plan 1,0,Room_Type 4,33,2018,4,29,Online,0,0,0,140.4,1,Not_Canceled
14172,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Corporate,0,0,0,80.0,1,Not_Canceled
14173,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,5,20,Online,0,0,0,176.0,1,Not_Canceled
14174,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,7,6,Offline,0,0,0,85.0,0,Not_Canceled
14175,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2017,8,29,Online,0,0,0,90.0,1,Not_Canceled
14176,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100.0,0,Canceled
14177,2,0,2,6,Meal Plan 1,0,Room_Type 1,4,2017,9,8,Online,0,0,0,132.13,0,Not_Canceled
14178,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,18,Offline,0,0,0,112.8,0,Not_Canceled
14179,3,0,2,5,Meal Plan 1,0,Room_Type 4,58,2018,9,5,Online,0,0,0,153.77,0,Not_Canceled
14180,2,0,2,3,Meal Plan 1,0,Room_Type 1,47,2018,11,12,Online,0,0,0,89.08,1,Not_Canceled
14181,2,0,2,5,Meal Plan 1,0,Room_Type 1,189,2018,10,19,Offline,0,0,0,72.76,0,Not_Canceled
14182,1,0,2,7,Meal Plan 1,0,Room_Type 1,7,2018,7,19,Complementary,0,0,0,0.0,1,Not_Canceled
14183,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,100.0,0,Canceled
14184,1,0,0,1,Meal Plan 1,0,Room_Type 2,16,2018,3,18,Online,0,0,0,103.0,1,Not_Canceled
14185,2,0,0,2,Meal Plan 1,0,Room_Type 1,44,2018,12,2,Online,0,0,0,98.8,0,Canceled
14186,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,9,19,Online,0,0,0,135.5,0,Not_Canceled
14187,2,0,1,4,Meal Plan 2,0,Room_Type 2,34,2017,10,26,Offline,0,0,0,111.96,0,Not_Canceled
14188,2,0,2,3,Not Selected,0,Room_Type 1,4,2017,9,20,Online,1,1,0,133.0,1,Not_Canceled
14189,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Canceled
14190,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,3,11,Online,0,0,0,118.0,0,Canceled
14191,2,0,2,2,Meal Plan 1,0,Room_Type 4,36,2018,12,3,Online,0,0,0,96.9,0,Not_Canceled
14192,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,11,9,Online,0,0,0,94.0,1,Not_Canceled
14193,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
14194,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
14195,2,0,2,1,Meal Plan 1,0,Room_Type 4,43,2018,2,14,Online,0,0,0,87.97,0,Not_Canceled
14196,2,0,2,3,Meal Plan 1,0,Room_Type 4,23,2018,4,10,Online,0,0,0,125.2,1,Not_Canceled
14197,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled
14198,2,0,0,1,Meal Plan 1,0,Room_Type 4,10,2017,8,21,Complementary,0,0,0,0.0,2,Not_Canceled
14199,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,2018,9,1,Online,0,0,0,149.4,1,Not_Canceled
14200,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
14201,2,2,2,1,Meal Plan 1,0,Room_Type 6,83,2018,2,28,Offline,0,0,0,129.5,0,Not_Canceled
14202,2,0,1,1,Meal Plan 1,0,Room_Type 1,158,2017,10,5,Online,0,0,0,89.25,1,Not_Canceled
14203,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,8,6,Online,0,0,0,81.0,0,Not_Canceled
14204,1,0,0,2,Meal Plan 1,0,Room_Type 4,41,2018,10,5,Online,0,0,0,107.41,1,Not_Canceled
14205,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
14206,3,0,0,3,Meal Plan 1,0,Room_Type 4,36,2018,3,2,Online,0,0,0,117.3,1,Not_Canceled
14207,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
14208,2,1,1,3,Meal Plan 1,0,Room_Type 1,59,2018,4,11,Offline,0,0,0,93.08,1,Not_Canceled
14209,2,2,0,1,Meal Plan 1,0,Room_Type 6,4,2018,4,9,Online,0,0,0,211.0,2,Not_Canceled
14210,2,0,0,3,Not Selected,0,Room_Type 1,22,2017,10,21,Online,0,0,0,87.78,2,Not_Canceled
14211,2,0,1,2,Not Selected,0,Room_Type 1,15,2018,4,15,Online,0,0,0,106.33,0,Canceled
14212,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
14213,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
14214,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
14215,1,0,1,2,Meal Plan 1,0,Room_Type 5,269,2018,11,21,Corporate,0,0,0,106.0,0,Canceled
14216,2,0,0,2,Meal Plan 1,0,Room_Type 5,32,2018,11,15,Complementary,0,0,0,75.0,1,Not_Canceled
14217,2,0,0,1,Not Selected,0,Room_Type 1,86,2018,4,26,Online,0,0,0,85.5,1,Not_Canceled
14218,2,2,1,3,Meal Plan 1,0,Room_Type 6,58,2018,4,21,Online,0,0,0,167.45,0,Canceled
14219,2,2,0,2,Meal Plan 1,0,Room_Type 6,18,2018,5,6,Online,0,0,0,221.0,1,Not_Canceled
14220,3,0,2,1,Meal Plan 2,0,Room_Type 1,1,2017,8,15,Offline,0,0,0,138.5,1,Not_Canceled
14221,2,0,0,3,Meal Plan 1,1,Room_Type 1,228,2018,8,16,Online,0,0,0,118.9,1,Canceled
14222,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled
14223,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,60.0,0,Not_Canceled
14224,2,0,2,0,Not Selected,0,Room_Type 1,54,2018,7,10,Online,0,0,0,103.5,0,Canceled
14225,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,19,Corporate,0,0,0,80.0,0,Not_Canceled
14226,2,0,0,1,Not Selected,0,Room_Type 1,133,2018,8,20,Online,0,0,0,94.5,0,Canceled
14227,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0,Not_Canceled
14228,3,0,2,1,Meal Plan 1,0,Room_Type 4,108,2018,7,24,Online,0,0,0,137.7,0,Canceled
14229,2,2,2,2,Meal Plan 1,0,Room_Type 6,88,2018,4,3,Online,0,0,0,150.45,2,Not_Canceled
14230,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,2018,4,13,Online,0,0,0,99.45,2,Not_Canceled
14231,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,10,11,Online,0,0,0,88.94,0,Not_Canceled
14232,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
14233,2,0,1,2,Meal Plan 1,0,Room_Type 4,69,2018,4,22,Online,0,0,0,118.8,0,Canceled
14234,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
14235,2,2,4,6,Meal Plan 1,0,Room_Type 6,7,2018,6,12,Online,0,0,0,213.0,0,Canceled
14236,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,1,8,Offline,0,0,0,58.0,1,Not_Canceled
14237,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,2,14,Online,0,0,0,79.0,0,Canceled
14238,2,0,2,4,Meal Plan 1,0,Room_Type 4,45,2018,4,10,Online,0,0,0,113.62,0,Canceled
14239,2,1,1,3,Meal Plan 1,0,Room_Type 1,217,2018,9,12,Online,0,0,0,119.85,2,Canceled
14240,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,10,20,Offline,0,0,0,85.0,0,Not_Canceled
14241,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0,Canceled
14242,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2017,10,7,Offline,0,0,0,77.0,1,Not_Canceled
14243,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,8,30,Online,0,0,0,129.0,3,Not_Canceled
14244,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2017,11,9,Offline,0,0,0,60.0,0,Not_Canceled
14245,2,0,0,2,Meal Plan 1,0,Room_Type 4,27,2018,6,22,Online,0,0,0,120.12,1,Not_Canceled
14246,2,0,1,1,Meal Plan 1,0,Room_Type 1,89,2018,5,7,Online,0,0,0,126.9,0,Canceled
14247,1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,9,19,Corporate,1,0,2,67.0,0,Not_Canceled
14248,1,0,1,1,Not Selected,0,Room_Type 1,3,2018,6,27,Offline,0,0,0,124.0,0,Not_Canceled
14249,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
14250,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled
14251,3,0,1,4,Meal Plan 1,0,Room_Type 4,39,2018,4,20,Online,0,0,0,139.5,0,Canceled
14252,2,2,2,3,Meal Plan 1,0,Room_Type 7,13,2018,10,7,Online,0,0,0,235.94,0,Canceled
14253,2,0,1,3,Meal Plan 1,0,Room_Type 1,219,2018,10,3,Online,0,0,0,102.85,1,Canceled
14254,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,12,7,Online,0,0,0,106.33,0,Not_Canceled
14255,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled
14256,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,2018,7,24,Online,0,0,0,121.5,2,Not_Canceled
14257,2,0,2,3,Meal Plan 1,0,Room_Type 1,48,2018,1,17,Offline,0,0,0,60.0,1,Not_Canceled
14258,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Offline,0,0,0,125.1,0,Canceled
14259,2,0,2,1,Meal Plan 1,0,Room_Type 1,37,2018,10,16,Online,0,0,0,112.68,1,Not_Canceled
14260,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,109.0,1,Not_Canceled
14261,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Not_Canceled
14262,2,0,2,2,Not Selected,0,Room_Type 1,42,2018,12,9,Online,0,0,0,74.8,1,Not_Canceled
14263,2,1,1,2,Meal Plan 1,1,Room_Type 1,81,2018,7,18,Online,0,0,0,130.5,2,Not_Canceled
14264,2,0,0,0,Meal Plan 1,0,Room_Type 1,1,2018,6,11,Online,0,0,0,0.0,0,Not_Canceled
14265,1,0,0,1,Not Selected,0,Room_Type 1,8,2018,4,8,Online,0,0,0,64.68,1,Not_Canceled
14266,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
14267,1,0,1,0,Not Selected,0,Room_Type 5,3,2018,9,26,Online,0,0,0,195.0,0,Not_Canceled
14268,3,0,1,1,Meal Plan 1,0,Room_Type 1,2,2018,7,25,Corporate,0,0,0,85.0,1,Not_Canceled
14269,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,5,10,Corporate,1,1,9,65.0,0,Not_Canceled
14270,2,0,0,3,Meal Plan 1,0,Room_Type 1,164,2018,8,24,Online,0,0,0,76.46,0,Canceled
14271,2,0,1,0,Meal Plan 1,0,Room_Type 4,57,2018,6,27,Online,0,0,0,87.32,1,Not_Canceled
14272,2,0,2,0,Not Selected,0,Room_Type 1,3,2018,6,26,Online,0,0,0,113.0,2,Not_Canceled
14273,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,112.0,1,Canceled
14274,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,93.6,2,Not_Canceled
14275,1,0,6,14,Meal Plan 1,0,Room_Type 1,29,2018,2,5,Online,0,0,0,70.91,0,Canceled
14276,1,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,1,24,Corporate,0,0,0,66.0,0,Not_Canceled
14277,3,0,1,3,Meal Plan 1,0,Room_Type 4,48,2018,4,11,Online,0,0,0,130.05,0,Canceled
14278,2,1,2,2,Meal Plan 1,0,Room_Type 1,65,2018,9,2,Online,0,0,0,114.3,3,Not_Canceled
14279,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled
14280,2,2,1,4,Meal Plan 1,0,Room_Type 6,138,2018,7,11,Online,0,0,0,169.15,0,Canceled
14281,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,9,10,Online,0,0,0,95.0,2,Not_Canceled
14282,2,0,1,1,Meal Plan 1,0,Room_Type 1,39,2018,2,27,Online,0,0,0,80.1,0,Canceled
14283,2,0,2,3,Not Selected,0,Room_Type 1,8,2018,10,16,Online,0,0,0,136.0,1,Canceled
14284,2,0,1,2,Meal Plan 1,0,Room_Type 1,65,2018,4,1,Online,0,0,0,67.81,1,Not_Canceled
14285,2,0,0,4,Meal Plan 1,0,Room_Type 4,133,2018,5,4,Online,0,0,0,116.95,0,Canceled
14286,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
14287,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,6,17,Online,0,0,0,129.0,0,Not_Canceled
14288,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
