,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
4651,3,0,2,2,0,0,0,31,2017,10,24,4,0,0,0,120.42,1,1
4652,2,0,2,0,0,0,0,1,2018,9,11,3,1,1,0,105.0,1,1
4653,2,0,2,1,0,0,0,276,2018,11,13,4,0,0,0,60.29,3,1
4654,3,0,0,4,0,0,3,46,2018,11,2,4,0,0,0,122.4,2,1
4655,2,0,0,2,1,0,0,257,2017,7,1,4,0,0,0,101.5,0,0
4656,2,0,0,5,0,0,0,230,2018,9,6,4,0,0,0,137.0,1,0
4657,2,0,0,3,0,0,0,131,2018,8,3,3,0,0,0,87.03,3,1
4658,2,0,0,2,0,0,0,62,2018,11,4,4,0,0,0,97.2,1,1
4659,2,2,0,2,0,0,5,89,2018,7,21,4,0,0,0,186.3,0,0
4660,2,0,1,1,0,0,0,174,2017,10,10,4,0,0,0,70.0,0,0
4661,2,0,0,3,3,0,0,50,2018,6,29,4,0,0,0,107.1,0,0
4662,2,0,2,3,0,0,0,22,2017,9,4,4,0,0,0,75.6,0,1
4663,3,0,2,2,0,0,4,2,2018,12,24,4,0,0,0,110.5,1,1
4664,2,0,2,3,3,0,0,15,2018,3,13,4,0,0,0,63.6,0,0
4665,2,0,1,4,3,0,0,174,2018,7,13,4,0,0,0,80.75,0,0
4666,2,0,0,3,0,0,0,136,2018,6,28,4,0,0,0,96.3,0,0
4667,2,2,0,1,0,1,5,238,2018,6,18,4,0,0,0,178.2,1,0
4668,2,0,2,1,1,0,0,7,2017,12,26,3,0,0,0,98.6,2,1
4669,2,0,0,3,3,0,0,101,2018,2,18,4,0,0,0,69.5,1,1
4670,1,2,1,2,0,0,5,28,2018,5,20,4,0,0,0,207.63,2,1
4671,1,0,1,0,0,0,0,45,2018,4,10,2,1,1,6,65.0,0,0
4672,1,0,0,3,0,0,3,40,2018,3,1,4,0,0,0,88.5,0,0
4673,2,0,0,3,0,0,0,204,2018,5,5,4,0,0,0,100.0,0,0
4674,2,0,2,2,0,0,0,141,2018,5,15,4,0,0,0,104.55,2,1
4675,2,0,0,2,3,0,0,63,2018,6,17,4,0,0,0,116.1,0,0
4676,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
4677,2,0,1,2,1,0,0,315,2018,9,30,4,0,0,0,160.0,0,0
4678,2,0,2,6,3,0,0,176,2018,7,5,4,0,0,0,80.75,1,1
4679,2,0,0,1,3,0,0,35,2018,6,21,4,0,0,0,89.1,1,0
4680,2,0,0,2,0,0,0,308,2018,11,25,4,0,0,0,52.0,0,0
4681,2,0,1,2,0,0,0,215,2018,8,8,4,0,0,0,96.3,1,0
4682,2,0,0,3,0,0,0,328,2018,9,29,4,0,0,0,95.4,0,0
4683,2,0,0,2,0,0,0,15,2018,8,30,4,0,0,0,117.0,2,1
4684,2,0,2,0,0,0,0,0,2017,8,23,4,0,0,0,98.0,0,1
4685,2,0,0,3,3,0,0,179,2018,8,23,4,0,0,0,91.5,0,0
4686,2,0,2,5,0,0,0,16,2018,6,30,4,0,0,0,151.0,1,1
4687,2,0,2,2,0,0,3,73,2018,12,25,4,0,0,0,96.9,1,1
4688,2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1
4689,2,0,0,3,0,0,3,85,2018,9,8,4,0,0,0,149.4,3,1
4690,2,0,0,2,0,0,0,36,2018,3,29,3,0,0,0,67.32,1,1
4691,2,0,1,1,0,0,0,38,2018,12,5,1,0,0,0,0.0,1,1
4692,2,0,0,4,0,0,3,47,2018,9,7,4,0,0,0,139.95,0,1
4693,2,1,1,1,0,0,0,8,2018,8,13,4,0,0,0,159.5,0,1
4694,2,2,1,0,3,0,5,35,2017,12,28,4,0,0,0,150.3,1,1
4695,2,0,1,0,0,0,0,122,2017,7,13,4,0,0,0,76.5,2,0
4696,3,0,2,2,0,0,3,84,2018,8,5,4,0,0,0,150.3,1,1
4697,2,0,0,2,0,0,3,60,2018,9,2,4,0,0,0,123.3,0,0
4698,2,0,2,5,0,0,0,40,2018,8,28,4,0,0,0,100.16,0,1
4699,1,0,1,0,0,0,0,25,2018,9,12,4,0,0,0,108.0,2,1
4700,1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
4701,2,0,0,2,1,0,0,320,2018,8,18,4,0,0,0,115.0,1,0
4702,2,0,2,2,0,0,0,20,2018,5,29,4,0,0,0,90.86,1,1
4703,2,0,0,3,0,0,0,59,2017,10,29,4,0,0,0,72.25,2,1
4704,3,0,0,2,0,0,3,85,2018,10,7,4,0,0,0,151.2,1,1
4705,2,0,0,3,0,0,0,55,2018,3,22,4,0,0,0,99.0,1,0
4706,2,0,0,4,3,0,0,106,2018,4,27,4,0,0,0,85.0,0,0
4707,2,0,1,2,1,0,0,161,2018,3,25,4,0,0,0,130.0,0,0
4708,2,0,2,1,0,0,0,118,2018,4,3,4,0,0,0,87.3,1,0
4709,1,0,0,1,0,0,0,9,2017,10,1,2,0,0,0,65.0,0,1
4710,3,0,0,1,0,0,4,12,2018,8,30,3,0,0,0,138.0,0,1
4711,2,0,1,3,0,0,0,152,2018,5,2,4,0,0,0,76.58,1,0
4712,2,1,1,0,0,0,0,3,2018,4,24,4,0,0,0,119.0,2,1
4713,1,0,0,3,1,0,0,71,2018,5,10,3,0,0,0,98.0,0,1
4714,2,0,0,3,3,0,0,5,2018,10,18,4,0,0,0,112.0,0,1
4715,2,0,2,1,0,0,0,15,2018,5,7,4,0,0,0,93.17,0,1
4716,3,0,1,1,1,1,3,67,2018,4,30,4,0,0,0,219.6,2,1
4717,2,0,0,2,0,0,0,317,2018,9,15,4,0,0,0,120.0,0,0
4718,1,0,2,1,0,0,0,183,2018,7,16,4,0,0,0,90.9,1,1
4719,2,1,1,3,0,0,0,278,2018,11,28,4,0,0,0,89.25,0,0
4720,2,0,0,1,3,0,0,181,2018,8,25,4,0,0,0,85.5,0,0
4721,2,0,0,4,0,0,0,180,2018,10,26,4,0,0,0,66.49,2,1
4722,2,0,2,3,0,0,0,168,2018,4,21,3,0,0,0,81.2,1,1
4723,2,0,0,1,3,0,0,1,2018,9,22,4,0,0,0,129.56,0,1
4724,2,2,0,4,0,0,5,33,2017,10,6,4,0,0,0,159.75,2,0
4725,2,0,0,3,0,0,0,42,2017,12,31,3,0,0,0,118.0,0,1
4726,1,0,2,0,1,0,0,0,2017,10,25,3,0,0,0,83.5,0,1
4727,1,0,2,4,0,0,0,245,2018,7,6,4,0,0,0,110.0,0,0
4728,2,1,1,0,0,0,0,163,2018,8,1,4,0,0,0,121.5,3,1
4729,3,0,0,1,0,0,3,1,2018,5,20,4,0,0,0,197.0,0,1
4730,2,0,2,2,0,0,3,71,2018,10,7,4,0,0,0,101.87,0,0
4731,1,0,0,2,0,0,0,19,2018,6,22,2,0,0,0,90.0,0,1
4732,2,0,0,1,3,0,0,0,2018,6,1,4,0,0,0,116.1,1,1
4733,2,0,0,3,0,0,0,82,2017,7,16,4,0,0,0,76.5,0,0
4734,2,2,0,1,0,0,1,4,2018,6,16,4,0,0,0,263.55,0,0
4735,2,0,0,5,0,0,0,129,2018,8,9,4,0,0,0,83.61,2,1
4736,2,0,2,5,0,0,3,80,2018,7,4,3,0,0,0,82.45,0,1
4737,1,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,90.0,0,1
4738,2,0,1,4,1,1,0,189,2018,8,15,4,0,0,0,106.75,1,0
4739,2,0,0,1,0,0,0,2,2018,10,13,3,0,0,0,95.0,0,1
4740,2,0,0,3,0,0,3,130,2018,9,29,4,0,0,0,139.5,2,0
4741,1,0,0,1,0,0,0,23,2018,6,15,4,0,0,0,119.85,0,0
4742,2,0,1,2,0,0,0,186,2018,4,22,3,0,0,0,80.0,0,1
4743,1,0,0,2,0,1,0,2,2018,3,31,2,1,0,5,67.0,0,1
4744,2,1,1,2,0,0,0,141,2018,8,22,4,0,0,0,94.56,0,1
4745,2,0,0,2,0,0,1,47,2017,11,5,4,0,0,0,105.5,1,1
4746,2,2,0,2,0,1,1,169,2018,8,18,4,0,0,0,212.86,2,0
4747,1,0,2,4,0,0,0,69,2018,6,12,4,0,0,0,120.0,0,0
4748,2,0,0,2,1,0,0,346,2018,9,13,4,0,0,0,115.0,1,0
4749,2,1,2,5,0,0,0,150,2018,9,18,4,0,0,0,91.12,0,1
4750,2,0,0,2,1,0,0,0,2017,8,14,3,0,0,0,109.0,0,1
4751,2,0,0,1,3,0,0,225,2018,11,25,4,0,0,0,67.5,0,0
4752,2,0,3,6,0,0,0,109,2018,7,18,4,0,0,0,72.25,0,0
4753,2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1
4754,2,0,0,3,0,0,0,433,2018,9,8,4,0,0,0,70.0,0,0
4755,2,0,0,2,0,1,0,111,2018,8,11,4,0,0,0,123.3,0,1
4756,2,0,0,4,0,0,0,3,2017,10,7,3,0,0,0,70.0,0,1
4757,2,0,2,1,0,0,0,13,2018,10,9,4,0,0,0,177.62,1,1
4758,2,0,1,1,0,0,3,1,2018,2,27,4,0,0,0,117.0,0,1
4759,1,0,0,1,0,0,0,0,2017,10,13,2,0,0,0,65.0,0,1
4760,1,0,1,2,0,0,0,57,2018,6,10,3,0,0,0,75.33,1,1
4761,2,0,1,3,0,0,3,14,2018,9,26,4,0,0,0,164.0,1,0
4762,2,0,1,1,3,0,0,145,2018,8,1,4,0,0,0,94.5,0,1
4763,2,0,2,4,0,0,5,73,2018,5,7,4,0,0,0,170.17,0,0
4764,2,0,2,1,1,0,0,145,2017,8,29,3,0,0,0,94.5,0,1
4765,0,2,1,3,0,0,1,147,2018,4,4,4,0,0,0,6.0,1,1
4766,2,0,0,1,0,0,0,38,2017,10,13,3,0,0,0,84.0,0,1
4767,2,1,0,1,0,0,0,6,2017,12,31,3,0,0,0,77.5,0,1
4768,2,0,1,2,0,0,0,126,2018,7,25,4,0,0,0,77.03,1,1
4769,2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,109.0,0,1
4770,2,0,0,1,0,0,0,0,2017,10,21,4,0,0,0,145.0,0,1
4771,2,0,0,2,1,0,0,377,2018,10,14,4,0,0,0,115.0,1,0
4772,2,0,2,2,3,0,0,3,2018,10,28,4,0,0,0,130.0,2,1
4773,2,0,0,2,0,0,3,62,2017,10,16,4,0,0,0,78.54,0,1
4774,2,0,1,2,0,0,0,76,2018,3,25,4,0,0,0,59.5,0,0
4775,1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0
4776,2,0,0,2,0,0,0,30,2018,6,2,3,0,0,0,140.0,0,1
4777,2,0,1,2,0,0,0,24,2018,12,2,3,0,0,0,80.0,0,1
4778,2,0,0,1,0,1,0,20,2018,8,5,4,0,0,0,12.0,1,1
4779,2,0,1,2,0,0,3,35,2017,10,26,3,0,0,0,75.0,1,1
4780,1,0,0,2,0,0,0,1,2017,8,4,2,0,0,0,65.0,0,1
4781,1,0,0,3,0,0,0,166,2018,11,1,4,0,0,0,110.0,0,0
4782,2,0,1,4,1,0,0,137,2017,8,17,3,0,0,0,83.47,0,1
4783,2,0,2,4,0,0,0,46,2018,8,28,4,0,0,0,81.31,0,1
4784,2,0,2,2,1,0,0,169,2018,4,22,4,0,0,0,106.0,0,0
4785,2,0,1,1,0,0,0,188,2018,8,13,4,0,0,0,105.3,0,0
4786,1,0,1,0,3,0,4,3,2018,9,26,4,0,0,0,195.0,0,1
4787,2,0,0,3,0,0,0,103,2018,5,4,3,0,0,0,80.0,0,1
4788,1,0,1,2,0,0,3,9,2018,4,8,4,0,0,0,131.33,1,1
4789,1,0,1,2,0,0,3,29,2018,5,20,4,0,0,0,139.6,0,0
4790,2,0,0,2,0,1,0,48,2018,2,23,4,0,0,0,89.3,1,1
4791,1,0,2,2,0,0,0,115,2018,2,27,4,0,0,0,60.0,0,0
4792,2,2,2,2,0,0,5,80,2018,10,28,4,0,0,0,160.65,1,0
4793,1,0,0,2,0,0,0,14,2017,9,15,4,0,0,0,114.0,1,1
4794,2,0,2,2,0,0,0,116,2018,3,25,4,0,0,0,59.5,0,0
4795,2,0,2,1,0,0,0,23,2018,6,18,4,0,0,0,95.83,1,1
4796,3,0,0,2,0,0,3,36,2018,7,20,4,0,0,0,159.3,2,1
4797,2,0,0,3,0,0,0,204,2018,5,5,4,0,0,0,100.0,0,0
4798,2,0,0,3,0,0,0,183,2018,9,8,4,0,0,0,110.0,1,0
4799,2,0,2,1,0,0,0,202,2018,5,29,4,0,0,0,90.0,0,0
4800,2,0,0,4,3,0,0,15,2018,12,28,4,0,0,0,102.0,2,1
4801,2,0,0,2,0,0,0,27,2017,9,30,3,0,0,0,108.0,0,1
4802,2,0,0,2,0,0,0,79,2017,11,13,3,0,0,0,75.0,0,1
4803,2,0,1,3,0,0,0,47,2018,3,21,4,0,0,0,93.5,1,1
4804,2,0,0,3,0,0,0,119,2018,9,22,4,0,0,0,129.6,2,1
4805,2,0,2,1,3,0,0,25,2017,10,25,4,0,0,0,114.0,1,1
4806,1,0,0,3,0,0,0,12,2017,8,5,2,0,0,0,60.0,0,1
4807,1,0,1,1,3,0,0,251,2018,11,21,4,0,0,0,73.35,1,1
4808,2,0,1,2,0,0,3,4,2017,11,6,3,0,0,0,78.2,0,1
4809,1,0,0,1,0,0,0,3,2018,5,19,3,1,0,11,45.0,2,1
4810,2,0,0,3,3,0,0,8,2018,1,13,4,0,0,0,69.5,0,1
4811,2,0,2,1,0,0,0,239,2018,10,23,4,0,0,0,96.3,0,0
4812,1,0,0,3,0,0,0,113,2018,5,31,2,0,0,0,100.0,0,0
4813,2,0,2,3,0,0,3,44,2017,11,5,3,0,0,0,60.0,0,1
4814,2,0,0,2,0,0,0,317,2018,9,15,4,0,0,0,120.0,0,0
4815,0,2,0,2,0,0,1,195,2018,12,2,4,0,0,0,71.22,0,0
4816,2,0,0,3,0,0,0,71,2018,6,28,4,0,0,0,86.25,1,1
4817,2,0,0,2,1,0,0,377,2018,10,14,4,0,0,0,115.0,1,0
4818,2,0,2,3,0,0,0,166,2018,7,7,4,0,0,0,99.45,0,0
4819,3,0,0,2,0,0,3,141,2018,9,23,4,0,0,0,163.8,1,1
4820,1,0,0,1,0,0,0,96,2018,4,8,4,0,0,0,90.9,1,0
4821,2,0,2,3,0,0,0,60,2017,9,12,4,0,0,0,98.94,1,1
4822,3,0,0,2,0,0,0,67,2018,11,25,3,0,0,0,105.0,0,1
4823,2,0,0,3,3,0,0,184,2018,11,24,4,0,0,0,69.9,0,0
4824,2,0,1,2,0,0,0,35,2017,10,16,4,0,0,0,108.9,0,1
4825,1,0,0,2,0,0,0,172,2018,6,24,4,0,0,0,95.0,0,0
4826,2,0,2,1,0,0,0,76,2018,6,19,4,0,0,0,126.9,2,1
4827,2,0,0,1,3,0,0,9,2018,5,18,4,0,0,0,129.0,0,1
4828,1,0,1,3,0,0,0,3,2018,10,10,2,1,4,47,65.0,1,1
4829,2,0,1,4,3,0,3,56,2017,12,30,4,0,0,0,105.75,2,1
4830,2,0,1,2,0,0,0,98,2018,9,16,3,0,0,0,80.75,0,1
4831,2,0,0,1,0,0,0,2,2017,8,12,2,0,0,0,65.0,0,1
4832,2,1,0,2,0,0,0,4,2018,10,14,1,1,0,7,0.0,1,1
4833,3,0,0,3,0,0,3,69,2018,7,27,4,0,0,0,137.7,2,1
4834,2,0,2,2,0,0,0,40,2018,8,5,4,0,0,0,125.1,1,1
4835,2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1
4836,2,0,0,3,0,0,0,113,2018,5,31,3,0,0,0,95.0,0,1
4837,1,0,0,3,3,0,0,65,2018,9,27,4,0,0,0,125.1,1,1
4838,3,0,2,2,0,0,6,22,2018,4,16,4,0,0,0,190.58,0,0
4839,2,0,0,1,0,0,0,185,2018,8,30,4,0,0,0,96.3,0,0
4840,2,0,1,1,3,0,0,147,2018,7,11,4,0,0,0,99.0,0,1
4841,2,0,0,2,0,0,3,61,2018,12,2,4,0,0,0,102.6,2,1
4842,2,0,0,1,0,0,1,1,2017,12,19,4,0,0,0,77.25,0,1
4843,2,0,1,2,0,0,0,25,2018,10,17,3,0,0,0,85.0,0,1
4844,2,0,1,2,1,0,0,161,2018,3,25,4,0,0,0,130.0,0,0
4845,3,0,0,1,0,0,3,0,2017,11,14,4,0,0,0,107.0,2,1
4846,2,0,0,3,0,0,0,204,2018,5,5,4,0,0,0,100.0,0,0
4847,2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,109.0,0,1
4848,2,0,1,1,0,0,0,1,2018,4,16,4,0,0,0,77.77,1,1
4849,2,0,0,2,0,0,0,317,2018,9,15,4,0,0,0,120.0,0,0
4850,1,0,0,1,0,0,0,23,2018,10,26,3,0,0,0,95.0,0,1
4851,1,0,1,2,0,1,0,0,2017,11,9,4,0,0,0,100.0,1,1
4852,2,0,0,1,3,0,0,126,2018,12,20,4,0,0,0,79.2,1,1
4853,2,0,0,1,0,0,0,21,2018,4,28,3,0,0,0,95.0,0,1
4854,2,0,2,3,0,0,0,19,2017,12,5,4,1,1,0,69.0,0,1
4855,2,0,0,1,0,0,0,7,2018,6,23,4,0,0,0,91.0,1,0
4856,2,0,1,0,0,0,0,258,2018,10,16,4,0,0,0,110.0,0,0
4857,2,0,0,1,0,0,0,105,2018,4,6,4,0,0,0,75.0,0,0
4858,3,0,0,2,0,0,3,72,2018,4,13,4,0,0,0,137.7,2,1
4859,2,0,2,2,0,0,0,12,2018,7,9,3,0,0,0,85.0,0,1
4860,2,0,0,4,0,0,0,178,2018,8,24,4,0,0,0,93.08,1,1
4861,3,0,2,5,0,0,0,120,2018,9,11,4,0,0,0,129.81,1,1
4862,2,0,0,1,3,0,0,34,2018,12,16,4,0,0,0,88.0,2,1
4863,3,0,2,3,0,0,5,69,2018,10,16,4,0,0,0,139.57,1,1
4864,1,0,1,2,0,0,0,2,2018,11,28,2,1,5,53,65.0,2,1
4865,1,0,0,1,0,0,0,2,2018,12,14,2,1,0,1,79.0,1,1
4866,2,0,2,5,0,0,0,198,2018,9,27,4,0,0,0,112.56,1,0
4867,2,0,1,1,0,0,0,159,2018,4,9,3,0,0,0,70.0,1,1
4868,2,0,1,1,1,0,3,9,2018,2,22,3,0,0,0,86.8,0,1
4869,1,0,0,1,0,0,0,1,2018,8,4,4,0,0,0,115.0,0,1
4870,2,0,1,1,3,0,0,175,2018,7,23,4,0,0,0,85.5,2,1
4871,2,0,0,2,0,0,0,3,2017,9,4,4,0,0,0,143.0,1,1
4872,2,0,3,8,0,0,3,57,2018,8,29,4,0,0,0,123.55,0,0
4873,2,0,2,5,0,0,0,12,2018,11,13,4,0,0,0,89.25,3,1
4874,2,0,0,1,0,0,3,20,2018,5,21,4,0,0,0,156.0,1,1
4875,1,0,0,1,0,0,0,2,2018,10,27,2,0,0,0,75.0,0,1
4876,2,0,0,2,0,0,3,82,2018,5,17,4,0,0,0,149.4,0,1
4877,2,0,0,2,0,0,3,2,2018,4,20,0,0,0,0,110.0,0,1
4878,2,1,0,1,0,0,3,0,2018,6,7,4,0,0,0,139.0,0,0
4879,3,0,0,3,1,0,3,114,2018,7,14,4,0,0,0,189.0,0,0
4880,1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1
4881,2,0,1,3,0,0,3,16,2018,3,3,4,0,0,0,88.8,2,1
4882,2,0,0,4,0,0,0,132,2018,7,5,4,0,0,0,105.83,0,0
4883,2,0,2,0,0,0,0,146,2018,4,24,4,0,0,0,95.0,0,0
4884,1,0,0,1,0,0,0,0,2017,11,18,1,1,1,7,0.0,0,1
4885,1,0,0,3,0,0,3,58,2018,6,1,4,0,0,0,140.4,0,0
4886,3,0,1,0,0,0,3,5,2018,6,13,4,0,0,0,137.0,3,1
4887,2,0,1,1,0,0,0,33,2018,9,10,4,0,0,0,144.9,1,1
4888,2,0,0,2,0,0,0,70,2018,6,3,3,0,0,0,100.0,0,1
4889,2,0,0,2,0,0,0,67,2018,1,29,3,0,0,0,57.0,0,1
4890,2,1,0,4,3,0,0,10,2018,3,2,4,0,0,0,76.75,0,1
4891,2,0,2,4,0,0,0,92,2017,8,7,4,0,0,0,76.5,2,0
4892,2,0,1,3,0,0,0,189,2018,8,8,3,0,0,0,72.25,0,1
4893,2,0,0,3,0,0,0,122,2018,12,8,4,0,0,0,68.0,0,1
4894,2,0,3,5,0,0,0,122,2018,8,21,3,0,0,0,72.26,2,1
4895,2,0,0,1,3,0,0,119,2018,11,10,4,0,0,0,161.1,1,1
4896,2,0,0,2,0,0,0,13,2018,11,29,2,1,0,4,75.0,1,1
4897,2,0,0,1,1,0,0,83,2017,9,30,3,0,0,0,112.2,0,1
4898,2,0,0,3,0,0,4,30,2018,8,25,3,0,0,0,137.52,0,1
4899,0,2,0,3,0,0,1,123,2018,3,30,4,0,0,0,89.92,0,0
4900,1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,71.0,0,1
4901,1,0,1,0,0,1,0,13,2018,12,5,4,0,0,0,96.0,0,1
4902,1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
4903,1,0,1,0,0,0,0,6,2018,11,7,4,0,0,0,197.0,0,1
4904,1,0,2,2,0,1,0,11,2018,8,28,4,0,0,0,131.75,1,1
4905,2,0,0,3,0,0,0,259,2018,5,5,4,0,0,0,90.0,0,0
4906,2,0,0,1,3,0,0,63,2018,7,23,4,0,0,0,94.5,2,1
4907,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
4908,2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
4909,2,0,0,1,0,0,0,2,2018,2,10,2,0,0,0,71.0,0,1
4910,1,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,80.0,0,1
4911,2,0,2,2,0,0,0,275,2018,10,28,4,0,0,0,90.95,1,0
4912,1,0,2,1,0,0,0,1,2018,2,28,4,0,0,0,60.0,0,0
4913,2,0,0,1,3,0,0,20,2018,11,4,4,0,0,0,100.0,0,0
4914,2,0,1,2,0,0,4,105,2018,10,28,2,0,0,0,110.97,0,1
4915,3,0,2,3,0,0,3,36,2018,7,1,4,0,0,0,150.3,0,0
4916,1,0,0,2,0,0,0,188,2018,6,15,4,0,0,0,130.0,0,0
4917,1,0,0,2,0,0,0,29,2018,12,2,2,0,0,0,66.18,1,1
4918,2,0,2,3,0,0,0,6,2017,9,27,4,0,0,0,136.75,1,1
4919,2,0,1,4,1,0,0,26,2018,4,18,3,0,0,0,133.8,0,1
4920,1,0,0,1,0,0,0,4,2018,12,16,3,0,0,0,70.0,0,1
4921,1,0,0,2,0,0,0,1,2018,7,27,2,0,0,0,65.0,0,1
4922,2,0,1,2,0,0,0,256,2017,9,14,3,0,0,0,76.67,0,1
4923,2,0,0,1,3,0,0,41,2018,9,2,4,0,0,0,99.0,0,1
4924,2,0,0,3,0,0,0,2,2018,3,23,4,0,0,0,136.0,1,1
4925,2,0,0,4,0,0,0,119,2018,6,15,4,0,0,0,119.85,1,0
4926,2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
4927,2,0,0,1,3,0,0,18,2017,9,15,3,0,0,0,76.8,0,1
4928,2,0,1,2,0,0,0,58,2018,3,14,4,0,0,0,78.3,1,1
4929,2,0,0,1,0,0,0,180,2017,10,16,4,0,0,0,70.0,0,0
4930,2,0,1,2,0,0,0,55,2018,2,5,4,0,0,0,59.28,1,1
4931,2,0,0,2,1,0,0,256,2018,6,15,4,0,0,0,115.0,1,0
4932,2,0,2,2,0,0,3,52,2018,5,28,4,0,0,0,140.4,0,0
4933,1,1,1,3,0,0,0,173,2018,7,11,4,0,0,0,65.49,1,1
4934,1,0,0,1,3,0,0,27,2018,1,5,3,0,0,0,64.8,0,1
4935,2,0,1,0,3,0,0,20,2018,6,26,4,0,0,0,89.0,1,1
4936,2,0,2,1,3,0,0,33,2018,7,23,4,0,0,0,125.1,1,1
4937,3,0,0,4,0,0,3,0,2018,8,30,4,0,0,0,142.2,1,1
4938,2,0,1,2,0,0,3,9,2018,8,26,4,0,0,0,151.67,1,0
4939,2,0,2,0,3,0,0,61,2018,7,17,4,0,0,0,94.5,0,0
4940,2,0,2,6,0,0,3,77,2018,3,23,3,0,0,0,56.0,0,1
4941,2,0,0,1,3,0,0,3,2018,8,23,4,0,0,0,139.0,1,1
4942,2,0,2,2,0,0,0,75,2018,4,15,4,0,0,0,97.33,1,0
4943,2,0,2,3,0,0,3,49,2017,11,12,3,0,0,0,60.0,0,1
4944,2,0,0,1,0,0,0,27,2018,6,9,3,0,0,0,120.0,0,1
4945,2,0,0,2,0,0,0,28,2017,11,13,3,0,0,0,85.6,1,1
4946,2,0,1,4,0,0,0,275,2018,10,5,4,0,0,0,90.0,0,0
4947,2,0,4,10,0,0,0,171,2018,7,20,4,0,0,0,104.39,1,0
4948,2,0,2,3,1,0,3,68,2018,4,1,4,0,0,0,130.9,1,1
4949,3,0,2,2,0,0,3,154,2018,10,16,4,0,0,0,151.2,0,0
4950,2,0,1,2,3,0,0,62,2018,4,25,4,0,0,0,94.8,0,1
4951,1,0,0,1,0,0,0,14,2018,3,16,3,0,0,0,82.4,0,1
4952,1,2,1,3,1,0,5,13,2018,4,25,4,0,0,0,260.5,0,0
4953,2,0,0,2,0,0,0,42,2017,11,20,3,0,0,0,63.0,2,1
4954,2,0,0,2,1,0,0,346,2018,9,13,4,0,0,0,115.0,1,0
4955,2,0,0,3,0,0,0,87,2018,6,9,4,0,0,0,97.71,1,1
4956,2,0,2,2,0,0,0,51,2018,9,10,3,0,0,0,85.5,1,1
4957,1,0,0,1,0,0,3,5,2018,4,20,4,0,0,0,89.32,0,1
4958,3,0,0,3,0,0,3,76,2018,9,15,4,0,0,0,168.3,3,1
4959,2,2,2,1,0,0,5,199,2018,7,23,4,0,0,0,168.3,2,0
4960,2,0,1,2,1,0,0,418,2018,9,26,4,0,0,0,107.0,0,0
4961,1,0,1,2,0,0,0,56,2018,11,11,4,0,0,0,100.67,1,0
4962,2,0,2,2,0,0,0,106,2017,12,4,4,0,0,0,72.25,2,0
4963,2,0,2,4,3,0,0,34,2017,9,13,4,0,0,0,94.95,1,1
4964,2,0,1,0,0,0,3,0,2018,5,23,4,0,0,0,176.0,1,1
4965,2,2,1,2,0,0,5,26,2018,9,19,4,0,0,0,232.33,0,0
4966,2,0,0,1,3,0,0,184,2018,10,12,4,0,0,0,98.1,0,0
4967,2,1,1,3,0,0,0,35,2018,9,5,4,0,0,0,127.44,1,1
4968,2,1,1,0,0,0,0,3,2017,8,23,4,0,0,0,90.0,3,1
4969,1,0,0,1,0,0,0,0,2017,12,11,1,1,0,11,0.0,1,1
4970,2,0,0,3,0,0,0,104,2017,12,3,3,0,0,0,75.0,0,1
4971,2,0,2,1,1,0,0,117,2017,8,1,4,0,0,0,94.5,0,0
4972,2,0,0,4,3,0,0,29,2018,4,6,3,0,0,0,85.0,0,1
4973,2,1,1,2,0,0,0,0,2018,6,13,3,0,0,0,80.75,1,1
4974,2,0,2,3,0,0,3,35,2018,9,25,4,0,0,0,137.34,2,1
4975,2,0,0,2,0,0,0,47,2018,2,19,4,0,0,0,80.3,1,1
4976,2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
4977,2,0,0,2,3,1,0,9,2018,8,23,4,0,0,0,137.0,2,1
4978,1,0,0,3,1,0,0,13,2018,4,26,3,0,0,0,73.0,0,1
4979,2,0,1,3,0,0,0,332,2018,9,22,4,0,0,0,77.23,2,1
